"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"14883","1","China Constructs Agricultural Demonstration Center in Tanzania","2009-10-28","start-actual","2011-11-01","end-actual","China","CHN","Tanzania","TZA","310","Agriculture, Forestry, Fishing","","","Completion","2009","2011","7949082.106",""
"14888","1","Training Experts in Agriculture","","start-actual","","end-actual","China","CHN","Tanzania","TZA","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"14897","1","Cardiological Hospital with Center for Prevention and Treatment of Malaria","","start-actual","2009-11-30","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Completion","2009","2009","",""
"14902","1","Anti-Malaria Drugs","","start-actual","","end-actual","China","CHN","Tanzania","TZA","120","Health","","","Pipeline/identification","2006","2006","692326.0039",""
"14910","1","First Primary School","2009-05-01","start-actual","2011-01-01","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Completion","2006","2011","1153876.673",""
"15102","1","China loans 40 million USD to Uganda for construction of food research facility","","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","","","Implementation","2001","2001","90972342.82",""
"15400","1","Development grant","","start-actual","","end-actual","China","CHN","Uganda","UGA","998","Unallocated / Unspecified","","","Implementation","2007","2007","11071198.64",""
"16519","1","Mulago hospital computer donation","2006-06-23","start-actual","2006-06-23","end-actual","China","CHN","Uganda","UGA","120","Health","","","Completion","2006","2006","",""
"16801","1","Grant for Agricultural Technology Demonstration Center (In 2009 dollars)","2008-08-20","start-actual","2012-04-24","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","","","Completion","2006","2012","8280327.702",""
"17068","1","Grant for yet to be decided on projects","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","","","Implementation","2002","2002","12435441.7",""
"17115","1","Construction of vocational school","","start-actual","","end-actual","China","CHN","Rwanda","RWA","110","Education","","","Implementation","2010","2010","14866773.48",""
"17180","1","Umutara rice field extension project","","start-actual","2007-10-01","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","","","Completion","2007","2007","",""
"17195","1","Bamboo cultivation technical cooperation","","start-actual","","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"17238","1","Nyarutarama and Kinyinya road construction project","","start-actual","","end-actual","China","CHN","Rwanda","RWA","210","Transport and Storage","","","Completion"," "," ","",""
"17358","1","Grant for irrigation scheme","","start-actual","","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","","","Pipeline/identification"," "," ","",""
"18606","1","10th Chinese medical team","2001-01-01","start-actual","2003-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","","","Completion","2001","2003","78171326.53",""
"18617","1","Experts to guide in UIRI ","2001-01-01","start-actual","2004-01-01","end-actual","China","CHN","Uganda","UGA","110","Education","","","Completion","2001","2004","972094.0665",""
"18629","1","China Sends Experts to Mandela Stadium ","2001-01-01","start-actual","2001-01-17","end-actual","China","CHN","Uganda","UGA","160","Other Social Infrastructure and Services","","","Implementation","2001","2004","9176631.476",""
"18654","1","Donation of medical equipment","2002-01-01","start-actual","2003-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","","","Completion","2002","2003","816217.1733",""
"18672","1","Biogas project","2000-01-01","start-actual","2000-01-01","end-actual","China","CHN","Uganda","UGA","230","Energy Generation and Supply","","","Completion","2000","2000","",""
"19000","1","Economic Counsellor's Office","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","","","Completion"," "," ","",""
"19114","1","FOCAC School","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","110","Education","","","Completion"," "," ","",""
"19149","1","China Exim Bank loans DRC USD221M for construction of national fiber-optic transmission Phase two","2013-04-06","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","220","Communications","","","Pipeline/identification","2008","2013","304849452.0",""
"19663","1","Two Kisangani Schools","2009-04-01","start-actual","2009-10-27","end-actual","China","CHN","Congo, Dem. Rep.","COD","110","Education","","","Implementation","2006","2009","4042635.273",""
"19678","1","Chinese government awards annual scholarships to students from the DRC","2000-01-01","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","110","Education","","","Implementation","2000","2000","",""
"19719","1","Malarial Donations","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","","","Completion"," "," ","",""
"23098","1","Construction of Higher Teacher-Training School","","start-actual","","end-actual","China","CHN","Burundi","BDI","110","Education","","","Completion","2006","2006","23083404.6",""
"23150","1","China Exim bank provides loan for National ICT Broad Infrastructure Project Phase 2","","start-actual","","end-actual","China","CHN","Tanzania","TZA","220","Communications","","","Completion","2010","2010","130084267.9",""
"23220","1","Embassy Donation","","start-actual","2010-03-29","end-actual","China","CHN","Tanzania","TZA","430","Other","","","Completion","2010","2010","232119.2302",""
"23248","1","Scholarship for study in China","2011-09-01","start-actual","2012-07-01","end-actual","China","CHN","Rwanda","RWA","110","Education","","","Completion","2011","2012","",""
"23255","1","Scholarships for undergraduate and postgraduate studies in China","2005-09-01","start-actual","2006-07-01","end-actual","China","CHN","Rwanda","RWA","110","Education","","","Completion","2005","2006","",""
"23288","1","Third Primary School","","start-actual","","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Implementation"," "," ","",""
"23296","1","Second Primary School (Laalakiri)","","start-actual","","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Completion"," "," ","",""
"23426","1","Mulago hospital donation","","start-actual","","end-actual","China","CHN","Uganda","UGA","130","Population Policies / Programmes and Reproductive Health","","","Implementation","2006","2006","184007.2823",""
"23467","1","Construction of hospital","2009-09-23","start-actual","2012-01-01","end-actual","China","CHN","Uganda","UGA","120","Health","","","Completion","2008","2012","8276455.71",""
"23505","1","Tanzanian Scholarships","","start-actual","","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Pipeline/identification"," "," ","",""
"24282","1","13th medical aid team","2007-01-01","start-actual","2009-08-06","end-actual","China","CHN","Rwanda","RWA","120","Health","","","Completion","2007","2009","",""
"24320","1","Umutara rice field management project","","start-actual","2003-10-01","end-actual","China","CHN","Rwanda","RWA","310","Agriculture, Forestry, Fishing","","","Completion","2003","2003","",""
"25599","1","Donation to Zayedesa","","start-actual","","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Implementation"," "," ","",""
"30003","1","Jiangsu Province invests in Pesticide Plant","","start-actual","","end-actual","China","CHN","Tanzania","TZA","310","Agriculture, Forestry, Fishing","","","Completion"," "," ","",""
"30011","1","CDB Funds Construction of Hebei Farm in Uganda","","start-actual","","end-actual","China","CHN","Uganda","UGA","310","Agriculture, Forestry, Fishing","","","Implementation","2009","2009","1967397.821",""
"30017","1","Extension for Chalinze and Dodoma Water Projects","","start-actual","","end-actual","China","CHN","Tanzania","TZA","140","Water Supply and Sanitation","","","Completion","2002","2002","5146146.569",""
"30058","1","Donation of solar photovoltaic systems","","start-actual","","end-actual","China","CHN","Burundi","BDI","230","Energy Generation and Supply","","","Completion","2012","2012","1426578.885",""
"30060","1","Sewing and cooking supplies donation to Foundation Buntu","","start-actual","","end-actual","China","CHN","Burundi","BDI","420","Women","","","Completion"," "," ","",""
"30061","1","Construction of rural school","","start-actual","","end-actual","China","CHN","Burundi","BDI","110","Education","","","Completion"," "," ","",""
"30062","1","Training for Burundians","","start-actual","","end-actual","China","CHN","Burundi","BDI","998","Unallocated / Unspecified","","","Pipeline/identification"," "," ","",""
"30063","1","China agrees Burundi Aircraft MA60 deal","","start-actual","","end-actual","China","CHN","Burundi","BDI","210","Transport and Storage","","","Completion"," "," ","",""
"30064","1","Grant for Strategic Framework for the Fight Against Poverty","","start-actual","2007-08-29","end-actual","China","CHN","Burundi","BDI","160","Other Social Infrastructure and Services","","","Completion","2007","2007","2140138.809",""
"30065","1","Medical equipment donation","","start-actual","","end-actual","China","CHN","Burundi","BDI","120","Health","","","Pipeline/identification","2011","2011","1554541.411",""
"30089","1","Demining team assistance","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","150","Government and Civil Society","","","Completion"," "," ","",""
"30096","1","Donation of vehicles to health ministry ","2012-04-23","start-actual","2012-04-23","end-actual","China","CHN","Burundi","BDI","120","Health","","","Completion","2012","2012","211883.3171",""
"30108","1","China offers Uganda loan for the construction of fiber-optic infrastructure","","start-actual","","end-actual","China","CHN","Africa, regional","Unspecified","220","Communications","","","Implementation","2007","2007","172580449.5",""
"30175","1","China pledges 120 million RMB interest free loan to Rwanda","","start-actual","","end-actual","China","CHN","Rwanda","RWA","998","Unallocated / Unspecified","","","Pipeline/identification","2012","2012","20139937.21",""
"30183","1","China Loans Tanzania 1.2 billion USD to Construct the Mtwara-Dar Es Salaam Gas Pipeline","2012-11-01","start-actual","","end-actual","China","CHN","Tanzania","TZA","320","Industry, Mining, Construction","","","Implementation","2012","2012","1297785317.0",""
