all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling,aid_in_millions
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chiwaridzo Primary School , Bindura, Zimbabwe",-17.30192,31.33056,Bindura,2009,Chinese built 1.5 million USD primary school at Bindura,Zimbabwe,ChinatoAfrica,2035648,FALSE,2.035648
Zimbabwe,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Chiwaridzo Primary School , Bindura, Zimbabwe",-17.83028,30.98222,Warren Park,2009,Chinese built 1.5 million USD primary school at Bindura,Zimbabwe,ChinatoAfrica,2035648,FALSE,2.035648
Mauritius,Education,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mauritius,2009,China provides Scholarships for Two Masters in Public Policy and Public Administration,Mauritius,ChinatoAfrica,16985,FALSE,0.016985
Mauritius,Trade and Tourism,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16194,57.49889,Port Louis,2005,China sponsors Tourism Seminar for Mauritian Ministry of Tourism,Mauritius,ChinatoAfrica,5327,FALSE,0.005327
Mauritius,Trade and Tourism,Scholarships/training in the donor country,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mauritius,2005,China sponsors Tourism Seminar for Mauritian Ministry of Tourism,Mauritius,ChinatoAfrica,5327,FALSE,0.005327
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mauritius,2006,China donates equipment to Ministry of Youth,Mauritius,ChinatoAfrica,44712,FALSE,0.044712
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16194,57.49889,Port Louis,2004,China donates computers to the Mauritian President and PM,Mauritius,ChinatoAfrica,55457,FALSE,0.055457
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.22869,57.48757,The Château of Réduit,2004,China donates computers to the Mauritian President and PM,Mauritius,ChinatoAfrica,55457,FALSE,0.055457
Mauritius,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mauritius,2004,China donates computers to the Mauritian President and PM,Mauritius,ChinatoAfrica,55457,FALSE,0.055457
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.16418,57.50515,Emmanuel Anquetil Building,2004,China donates sports equipment to Ministry of Youth,Mauritius,ChinatoAfrica,14539,FALSE,0.014539
Mauritius,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mauritius,2004,China donates sports equipment to Ministry of Youth,Mauritius,ChinatoAfrica,14539,FALSE,0.014539
Niger,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,13.51366,2.1098,Niamey,2010,China donates emergency food aid to Niger,Niger,ChinatoAfrica,1857678,FALSE,1.857678
Niger,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2010,China donates emergency food aid to Niger,Niger,ChinatoAfrica,1857678,FALSE,1.857678
Niger,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2005,China donates Cash Assistance to offset Food Crisis,Niger,ChinatoAfrica,558553,FALSE,0.558553
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.24494,57.49163,Ebene City,2001,"China loans Mauritius 20 million CNY for MBC construction (linked to ID #21229, ID #20104, ID #1144, ID #20089) ",Mauritius,ChinatoAfrica,5493468,FALSE,5.493468
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.22473,57.49658,Mauritius Broadcasting Corporation,2001,"China loans Mauritius 20 million CNY for MBC construction (linked to ID #21229, ID #20104, ID #1144, ID #20089) ",Mauritius,ChinatoAfrica,5493468,FALSE,5.493468
Mauritius,Other Social infrastructure and services,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rose-Hill,-20.24194,57.47,Rose Hill,2003,China provides interest-free loan for Plaza Theatre in Mauritius,Mauritius,ChinatoAfrica,36087886,FALSE,36.087886
Mauritius,Other Social infrastructure and services,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Rose-Hill,-20.23988,57.47159,Plaza Theatre,2003,China provides interest-free loan for Plaza Theatre in Mauritius,Mauritius,ChinatoAfrica,36087886,FALSE,36.087886
Zimbabwe,Action Relating to Debt,Debt rescheduling,ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-19.0147,29.75026,NewZim Steel Private Limited,2010,China to reschedule Zimababwean company's debt,Zimbabwe,ChinatoAfrica,68775962,FALSE,68.775962
Zimbabwe,Action Relating to Debt,Debt rescheduling,ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Zimbabwe,2010,China to reschedule Zimababwean company's debt,Zimbabwe,ChinatoAfrica,68775962,FALSE,68.775962
Zimbabwe,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-16.7,31.2,Mashonaland Central,2010,Zimbabwe miners' association received 10 million USD grant from China,Zimbabwe,ChinatoAfrica,12576981,FALSE,12.576981
Zimbabwe,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.53333,29.28502,Filabusi,2010,Zimbabwe miners' association received 10 million USD grant from China,Zimbabwe,ChinatoAfrica,12576981,FALSE,12.576981
Zimbabwe,Support to Non-governmental Organizations (NGOs) and Government Organizations,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Zimbabwe,2010,Zimbabwe miners' association received 10 million USD grant from China,Zimbabwe,ChinatoAfrica,12576981,FALSE,12.576981
Mauritius,Business and Other Services,Scholarships/training in the donor country,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Mixed,unknown,0,0,Mauritius,2005,China Funds Seminar on Textiles and Office Equipment for Businesses in Mauritius,Mauritius,ChinatoAfrica,719082,FALSE,0.719082
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Plaines Wilhelms, Port Louis",-20.3,57.48333,Plaines Wilhems District,2006,China issues second loan for Plaines Wilhelms Sewage Project Construction (linked #1099),Mauritius,ChinatoAfrica,50752311,FALSE,50.752311
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Plaines Wilhelms, Port Louis",-20.2175,57.4725,River Plaines Wilhems,2006,China issues second loan for Plaines Wilhelms Sewage Project Construction (linked #1099),Mauritius,ChinatoAfrica,50752311,FALSE,50.752311
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.24494,57.49163,Ebene City,2006,China loans Mauritius 100 million CNY as part of large construction package,Mauritius,ChinatoAfrica,23069232,FALSE,23.069232
Mauritius,Communications,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,EbÍÎne,-20.22473,57.49658,Mauritius Broadcasting Corporation,2006,China loans Mauritius 100 million CNY as part of large construction package,Mauritius,ChinatoAfrica,23069232,FALSE,23.069232
Niger,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Niamey University,13.51366,2.1098,Niamey,2002,China constructs classrooms for Niamey University,Niger,ChinatoAfrica,955740,FALSE,0.95574
Niger,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2008,China donates Anti-Malarial Medicine,Niger,ChinatoAfrica,297665,FALSE,0.297665
Niger,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2006,China donates Anti-Malaria Medicine to Niger,Niger,ChinatoAfrica,230692,FALSE,0.230692
Niger,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2007,China donates Chemical Fertilizer worth 2.5 million CNY,Niger,ChinatoAfrica,534842,FALSE,0.534842
Niger,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2003,China donates Simultaneous Interpretation Equipment for Niger's Foreign Affairs Ministry,Niger,ChinatoAfrica,69210,FALSE,0.06921
Niger,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Niger,2002,China donates Supplies and Equipment for Youth Training,Niger,ChinatoAfrica,1365342,FALSE,1.365342
Mozambique,Transport and Storage,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-25.96553,32.58322,Maputo,2007,First phase of Maputo International Airport Upgrade (Linked to Project ID #1222),Mozambique,EcologicallySensitive,122064892,FALSE,122.064892
Comoros,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-11.70216,43.25506,Moroni,2004,Renovation of the People's Palace in Moroni,Comoros,ChinatoAfrica,3339182,FALSE,3.339182
Comoros,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Anjouan,-12.25,44.41667,Ndzuwani,2010,China grants Comoros 2 billion CF for construction of hospital in Anjouan,Comoros,ChinatoAfrica,6771685,FALSE,6.771685
Comoros,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Anjouan,-12.25,44.41667,Anjouan Island,2010,China grants Comoros 2 billion CF for construction of hospital in Anjouan,Comoros,ChinatoAfrica,6771685,FALSE,6.771685
Cape Verde,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Monte Vaca,14.93152,-23.51254,Praia,2005,China funds construction of Cape Verde National Stadium,Cape Verde,ChinatoAfrica,31011259,FALSE,31.011259
Cape Verde,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Monte Vaca,15.08737,-23.62576,Santiago,2005,China funds construction of Cape Verde National Stadium,Cape Verde,ChinatoAfrica,31011259,FALSE,31.011259
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-29.31667,27.48333,Maseru,2009,China Donates Computers to Lesotho Ministry of Justice,Lesotho,ChinatoAfrica,8008,FALSE,0.008008
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Lesotho,2009,China Donates Computers to Lesotho Ministry of Justice,Lesotho,ChinatoAfrica,8008,FALSE,0.008008
Lesotho,"Agriculture, Forestry and Fishing",Free-standing technical assistance,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Lesotho,2007,China Provides Agricultural Technical Assistance,Lesotho,ChinatoAfrica,4278738,FALSE,4.278738
Lesotho,Education,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Lesotho,2006,China Constructs Two Rural Schools in Lesotho,Lesotho,ChinatoAfrica,5432763,FALSE,5.432763
Mozambique,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Maputo,0,0,Mozambique,2004,China to fund construction of new Mozambican Foreign Ministry Building,Mozambique,EcologicallySensitive,24729529,FALSE,24.729529
Mozambique,Government and Civil Society,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Mozambique,2010,China funds construction of Mozambican Office of Auditor-General,Mozambique,EcologicallySensitive,50307924,FALSE,50.307924
Mozambique,Other Social infrastructure and services,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,"Zimpeto, Maputo",-25.86833,32.56944,Zimpeto,2004,China Finances Low-Income Housing Units in Mozambique,Mozambique,EcologicallySensitive,8037097,FALSE,8.037097
Zimbabwe,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Zimbabwe,2011,China to provide USD$2m-worth of agricultural equipment to Zimbabwe,Zimbabwe,ChinatoAfrica,2219975,FALSE,2.219975
Zimbabwe,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Zimbabwe,2011,China completes donation worth 90 mln RMB of food to Zimbabwe,Zimbabwe,ChinatoAfrica,15460722,FALSE,15.460722
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,National Assembly,-29.31667,27.48333,Maseru,2005,China Donates Office Equipment for National Assembly to Lesotho,Lesotho,ChinatoAfrica,239694,FALSE,0.239694
Lesotho,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"National Convention Center, Maseru City",-29.31667,27.48333,Maseru,2005,China Funds National Convention Center Renovation,Lesotho,ChinatoAfrica,17905129,FALSE,17.905129
Zimbabwe,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Zimbabwe,2011,Chinese dignitary donates technology to Zimbabwe Senate,Zimbabwe,ChinatoAfrica,171786,FALSE,0.171786
Cameroon,Government and Civil Society,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,unknown,0,0,Cameroon,2010,Rehabilitate MATGENIE,Cameroon,ChinatoAfrica,16973955,FALSE,16.973955
