all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,-6.63784,38.35396,Chalinze,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863.0,False
Tanzania,Water Supply and Sanitation,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Chalinze,0.0,0.0,Tanzania,2000,China Grants 10.4 billion TSH for Chalinze Water Supply Infrastructure Phase 1 (linked to #230 and #30017),Tanzania,EcologicallySensitive,30150863.0,False
Benin,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.389480000000002,2.34581,Godomè,2008,An overpass project in Cotonou,Benin,ChinatoAfrica,31750906.0,False
Benin,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Cotonou,6.36536,2.41833,Cotonou,2008,An overpass project in Cotonou,Benin,ChinatoAfrica,31750906.0,False
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-24.0,25.0,Kweneng District,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709.0,False
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-25.0,22.0,Kgalagadi District,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709.0,False
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-24.09442,25.029770000000006,Letlhakeng,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709.0,False
Botswana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-23.67518,22.78762,Kang,2003,"China loans 200 million RMB for Letlhakeng-Kang road, Phase 1",Botswana,ChinatoAfrica,53238709.0,False
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.65613,-0.26864,Ofako,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225.0,False
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.80893,-0.35026,Nsawam,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225.0,False
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.556019999999998,-0.1969,Accra,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225.0,False
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,6.68848,-1.6244299999999998,Kumasi,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225.0,False
Ghana,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,5.852,-0.277,Akuapim South,2003,China Exim Bank loans Ghana $28 million for construction of Ofankor-Nsawam highway,Ghana,ChinatoAfrica,61692225.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",10.06069,-2.50192,Wa,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",9.40079,-0.8393,Tamale,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",7.3399100000000015,-2.32676,Sunyani,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",4.934,-1.7137,Sekondi-Takoradi,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.09408,-0.25913,Koforidua,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.60084,0.4713,Ho,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",6.68848,-1.6244299999999998,Kumasi,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",5.10535,-1.2466,Cape Coast,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",10.78556,-0.85139,Bolgatanga,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
Ghana,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,"Tamale, Accra",0.0,0.0,Ghana,2006,China Funds National Fibre Backbone Project in Ghana,Ghana,ChinatoAfrica,55182330.0,False
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.92752,12.37148,Moanda,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576.0,False
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.52764,19.84604,Moanda,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576.0,False
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-4.32758,15.31357,Kinshasa,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576.0,False
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-4.4722300000000015,15.8836,Kinshasa,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576.0,False
"Congo, Dem. Rep.",Communications,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,"Kinshasa, Moanda",-5.80893,12.63006,Moanda,2008,National Fiber-Optic Transmission Phase one,"Congo, Dem. Rep.",EcologicallySensitive,48618576.0,False
Niger,Transport and Storage,Loan (excluding debt rescheduling),OOF-like,"China Ministry of Commerce, Government Agency",Mixed,Niamey,13.51366,2.1098,Niamey,2006,China funds construction of bridge to cross Niger River in Niamey,Niger,ChinatoAfrica,73576440.0,False
Senegal,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,14.6937,-17.44406,Dakar,2007,China constructs power transmission lines,Senegal,ChinatoAfrica,79156652.0,False
Senegal,Energy Generation and Supply,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Senegal,2007,China constructs power transmission lines,Senegal,ChinatoAfrica,79156652.0,False
Senegal,Government and Civil Society,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Senegal,2005,China assists Senegal in building e-government network,Senegal,ChinatoAfrica,196412718.0,False
"Congo, Rep.",Transport and Storage,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Ollombo,-1.2653,15.89996,Olombo,2007,"Construction of terminals, tower and power control center at Ollombo Airport","Congo, Rep.",ChinatoAfrica,91141786.0,False
"Congo, Rep.",Transport and Storage,Vague TBD,Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Ollombo,-1.21879,15.91421,Oyo Ollombo Airport,2007,"Construction of terminals, tower and power control center at Ollombo Airport","Congo, Rep.",ChinatoAfrica,91141786.0,False
Mauritius,Water Supply and Sanitation,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Mauritius,2007,China granted 480 billion CNY for the sewer netwok LOT2 project ,Mauritius,ChinatoAfrica,102689710.0,False
Central African Rep.,Communications,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,unknown,0.0,0.0,Central African Republic,2005,China funds and implements installation for mobile and fixed networks,Central African Rep.,ChinatoAfrica,132539308.0,False
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Sudan,2006,China Exim Bank loans Sudan $81 million for construction of NEC transmission line,Sudan,ChinatoAfrica,148992290.0,False
Ghana,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Ghana,2006,China provides loans of a total of 162 million USD for rural electricity of Ghana,Ghana,ChinatoAfrica,297984581.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency; China Construction Bank, State-owned Company",Development,unknown,-8.91666,13.33924,Luanda Province,2002,Rehabilitation of Luanda Railway,Angola,ChinatoAfrica,203415860.0,False
Angola,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency; China Construction Bank, State-owned Company",Development,unknown,-8.83682,13.23432,Luanda,2002,Rehabilitation of Luanda Railway,Angola,ChinatoAfrica,203415860.0,False
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Brazzaville,-4.26613,15.283179999999998,Brazzaville,2007,China Extends $180 million USD for Rehabilitation of Brazzaville Airport (Maya-Maya international airport),"Congo, Rep.",ChinatoAfrica,292955741.0,False
"Congo, Rep.",Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,Brazzaville,-4.2517,15.25303,Maya-Maya Airport,2007,China Extends $180 million USD for Rehabilitation of Brazzaville Airport (Maya-Maya international airport),"Congo, Rep.",ChinatoAfrica,292955741.0,False
Nigeria,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Nigeria,2002,China funds Nigeria's National Rural Telephony Project (NRPT) Phase 1 and 2,Nigeria,ChinatoAfrica,452035245.0,False
Sudan,Communications,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Commercial,unknown,0.0,0.0,Sudan,2005,China funds $200 million for purchase of communication equipement,Sudan,ChinatoAfrica,392825436.0,False
Mauritania,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Nouakchott,18.08581,-15.9785,Nouakchott,2005,Construction of a new international airport at Nouakchott,Mauritania,ChinatoAfrica,267121297.0,False
Nigeria,Energy Generation and Supply,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Commercial,Ogun,6.88672,3.19788,Papalanto,2005,China loans $297.8 million USD for Papalanto Power Gas Turbine Power Plant Phase II,Nigeria,ChinatoAfrica,584818868.0,False
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,longitude 32 E and latitude 19 N,18.48333,31.81667,Marawī,2003,China provided a loan to Sudan for Hydro-Mechanic Components of the Merowe hydroelectric power station,Sudan,ChinatoAfrica,1143509457.0,False
Sudan,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,longitude 32 E and latitude 19 N,18.66889,32.05028,Merowe Dam,2003,China provided a loan to Sudan for Hydro-Mechanic Components of the Merowe hydroelectric power station,Sudan,ChinatoAfrica,1143509457.0,False
Ghana,Energy Generation and Supply,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Bui,7.75,-1.5,Brong-Ahafo,2007,Bui Dam Complex (linked to project ID #30801),Ghana,ChinatoAfrica,475239313.0,False
Ghana,Energy Generation and Supply,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Bui,8.2786,-2.23602,Bui Dam,2007,Bui Dam Complex (linked to project ID #30801),Ghana,ChinatoAfrica,475239313.0,False
Nigeria,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,8.0,4.0,Oyo State,2006,Modernization of the Nigeria railway (linked to #1844),Nigeria,ChinatoAfrica,919705497.0,False
Nigeria,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,10.0,6.0,Niger State,2006,Modernization of the Nigeria railway (linked to #1844),Nigeria,ChinatoAfrica,919705497.0,False
Nigeria,Transport and Storage,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,6.53774,3.3522,Lagos,2006,Modernization of the Nigeria railway (linked to #1844),Nigeria,ChinatoAfrica,919705497.0,False
